mut_1,mut_2,mut_3,count,gene_name_1,gene_name_2,gene_name_3,amenable_1,amenable_2,amenable_3,all_amenable,mouse_variant_1,mouse_variant_2,mouse_variant_3,all_mouse
AACR-H0000614-M01,AACR-H0000178-M01,AACR-H0000203-M01,64,GATA2,NOTCH1,SETBP1,True,False,False,False,True,,,False
AACR-H0000124-M01,AACR-H0001109-M01,AACR-H0000132-M01,64,CBLB,TP53,RUNX1,False,True,False,False,,True,,False
AACR-H0000122-M01,AACR-H0000251-M01,AACR-H0000537-M01,64,PDGFRA,CUX1,SETBP1,True,True,False,False,True,True,,False
AACR-H0000342-M01,AACR-H0000172-M01,AACR-H0000339-M01,64,CSF3R,CBLB,JAK3,False,True,True,False,,True,True,False
AACR-H0000185-M01,AACR-H0000128-M01,AACR-H0000940-M01,64,CSF3R,CBLB,KRAS,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000172-M01,AACR-H0000573-M01,64,CSF3R,CBLB,KRAS,True,True,False,False,True,True,,False
AACR-H0000342-M01,AACR-H0000172-M01,AACR-H0000336-M01,64,CSF3R,CBLB,JAK3,False,True,True,False,,True,True,False
AACR-H0000251-M01,AACR-H0000359-M01,AACR-H0000226-M01,64,CUX1,IDH2,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000250-M01,AACR-H0000643-M01,AACR-H0000137-M01,64,PTEN,WT1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000258-M01,AACR-H0000123-M01,AACR-H0000537-M01,64,CUX1,SMC3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000586-M01,AACR-H0000158-M01,AACR-H0000250-M01,64,GATA2,NOTCH1,PTEN,True,True,False,False,True,True,,False
AACR-H0000250-M01,AACR-H0000118-M01,AACR-H0000537-M01,64,PTEN,SRSF2,SETBP1,False,True,False,False,,True,,False
AACR-H0000920-M01,AACR-H0000133-M01,AACR-H0000137-M01,64,KIT,CUX1,SRSF2,False,True,True,False,True,True,True,True
AACR-H0000142-M01,AACR-H0000573-M01,AACR-H0000226-M01,64,CUX1,KRAS,ZRSR2,False,False,False,False,,,True,False
AACR-H0000251-M01,AACR-H0000123-M01,AACR-H0000537-M01,64,CUX1,SMC3,SETBP1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000133-M01,AACR-H0000940-M01,64,CSF3R,CUX1,KRAS,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000145-M01,AACR-H0000940-M01,64,NRAS,GATA2,KRAS,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000250-M01,AACR-H0000640-M01,64,NRAS,PTEN,WT1,True,False,False,False,True,,,False
AACR-H0000345-M01,AACR-H0000142-M01,AACR-H0000393-M01,64,PDGFRA,CUX1,JAK2,False,False,False,False,,,,False
AACR-H0000124-M01,AACR-H0000258-M01,AACR-H0000537-M01,64,CBLB,CUX1,SETBP1,False,True,False,False,,True,,False
AACR-H0000579-M01,AACR-H0000258-M01,AACR-H0000123-M01,64,PDGFRA,CUX1,SMC3,False,True,True,False,,True,True,False
AACR-H0000128-M01,AACR-H0000359-M01,AACR-H0000339-M01,64,CBLB,IDH2,JAK3,False,True,True,False,,True,True,False
AACR-H0000316-M01,AACR-H0000325-M01,AACR-H0000198-M01,64,SF3B1,CBL,RUNX1,True,False,False,False,True,,,False
AACR-H0000133-M01,AACR-H0000250-M01,AACR-H0000640-M01,64,CUX1,PTEN,WT1,True,False,False,False,True,,,False
AACR-H0000142-M01,AACR-H0000640-M01,AACR-H0000198-M01,64,CUX1,WT1,RUNX1,False,False,False,False,,,,False
AACR-H0000123-M01,AACR-H0001104-M01,AACR-H0000132-M01,64,SMC3,TP53,RUNX1,True,True,False,False,True,True,,False
AACR-H0000342-M01,AACR-H0000258-M01,AACR-H0000168-M01,64,CSF3R,CUX1,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000640-M01,AACR-H0000198-M01,64,GATA2,WT1,RUNX1,True,False,False,False,True,,,False
AACR-H0000128-M01,AACR-H0000579-M01,AACR-H0000258-M01,64,CBLB,PDGFRA,CUX1,False,False,True,False,,,True,False
AACR-H0000342-M01,AACR-H0000147-M01,AACR-H0000368-M01,64,CSF3R,NRAS,KIT,False,True,True,False,,True,True,False
AACR-H0000122-M01,AACR-H0001109-M01,AACR-H0000132-M01,64,PDGFRA,TP53,RUNX1,True,True,False,False,True,True,,False
AACR-H0000142-M01,AACR-H0000643-M01,AACR-H0000198-M01,64,CUX1,WT1,RUNX1,False,True,False,False,,True,,False
AACR-H0000258-M01,AACR-H0000118-M01,AACR-H0000537-M01,64,CUX1,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000251-M01,AACR-H0000393-M01,AACR-H0000198-M01,64,CUX1,JAK2,RUNX1,True,False,False,False,True,,,False
AACR-H0000316-M01,AACR-H0000180-M01,AACR-H0000325-M01,64,SF3B1,NOTCH1,CBL,True,False,False,False,True,,,False
AACR-H0000250-M01,AACR-H0000537-M01,AACR-H0000132-M01,64,PTEN,SETBP1,RUNX1,False,False,False,False,,,,False
AACR-H0000345-M01,AACR-H0000158-M01,AACR-H0000325-M01,64,PDGFRA,NOTCH1,CBL,False,True,False,False,,True,,False
AACR-H0000124-M01,AACR-H0000359-M01,AACR-H0000339-M01,64,CBLB,IDH2,JAK3,False,True,True,False,,True,True,False
AACR-H0000122-M01,AACR-H0000258-M01,AACR-H0000537-M01,64,PDGFRA,CUX1,SETBP1,True,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0001104-M01,AACR-H0000132-M01,64,PDGFRA,TP53,RUNX1,True,True,False,False,True,True,,False
AACR-H0000316-M01,AACR-H0000180-M01,AACR-H0000273-M01,64,SF3B1,NOTCH1,JAK3,True,False,False,False,True,,,False
AACR-H0000172-M01,AACR-H0000537-M01,AACR-H0000198-M01,64,CBLB,SETBP1,RUNX1,True,False,False,False,True,,,False
AACR-H0000124-M01,AACR-H0001104-M01,AACR-H0000132-M01,64,CBLB,TP53,RUNX1,False,True,False,False,,True,,False
AACR-H0001087-M01,AACR-H0000565-M01,AACR-H0000574-M01,64,NSD1,NSD1,NSD1,True,False,False,False,True,,,False
AACR-H0001109-M01,AACR-H0000118-M01,AACR-H0000132-M01,64,TP53,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000342-M01,AACR-H0000258-M01,AACR-H0000166-M01,64,CSF3R,CUX1,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000142-M01,AACR-H0000940-M01,AACR-H0000132-M01,64,CUX1,KRAS,RUNX1,False,True,False,False,,True,,False
AACR-H0000342-M01,AACR-H0000251-M01,AACR-H0000178-M01,64,CSF3R,CUX1,NOTCH1,False,True,False,False,,True,,False
AACR-H0000614-M01,AACR-H0000166-M01,AACR-H0000198-M01,64,GATA2,NOTCH1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000250-M01,AACR-H0000643-M01,64,NRAS,PTEN,WT1,True,False,True,False,True,,True,False
AACR-H0000238-M01,AACR-H0000354-M01,AACR-H0000215-M01,63,NPM1,RAD21,NOTCH1,False,True,False,False,,True,True,False
AACR-H0000168-M01,AACR-H0000325-M01,AACR-H0000339-M01,63,NOTCH1,CBL,JAK3,True,False,True,False,True,,True,False
AACR-H0000586-M01,AACR-H0000251-M01,AACR-H0000158-M01,63,GATA2,CUX1,NOTCH1,True,True,True,True,True,True,True,True
AACR-H0000579-M01,AACR-H0000258-M01,AACR-H0000132-M01,63,PDGFRA,CUX1,RUNX1,False,True,False,False,,True,,False
AACR-H0000185-M01,AACR-H0000180-M01,AACR-H0000643-M01,63,CSF3R,NOTCH1,WT1,True,False,True,False,True,,True,False
AACR-H0000258-M01,AACR-H0000354-M01,AACR-H0000203-M01,63,CUX1,RAD21,SETBP1,True,True,False,False,True,True,,False
AACR-H0000920-M01,AACR-H0000166-M01,AACR-H0000178-M01,63,KIT,NOTCH1,NOTCH1,False,True,False,False,True,True,,False
AACR-H0000316-M01,AACR-H0000145-M01,AACR-H0000393-M01,63,SF3B1,GATA2,JAK2,True,True,False,False,True,True,,False
AACR-H0000250-M01,AACR-H0000640-M01,AACR-H0000132-M01,63,PTEN,WT1,RUNX1,False,False,False,False,,,,False
AACR-H0000586-M01,AACR-H0000178-M01,AACR-H0000203-M01,63,GATA2,NOTCH1,SETBP1,True,False,False,False,True,,,False
AACR-H0000215-M01,AACR-H0000573-M01,AACR-H0000198-M01,63,NOTCH1,KRAS,RUNX1,False,False,False,False,True,,,False
AACR-H0000251-M01,AACR-H0000640-M01,AACR-H0000643-M01,63,CUX1,WT1,WT1,True,False,True,False,True,,True,False
AACR-H0000166-M01,AACR-H0000325-M01,AACR-H0000336-M01,63,NOTCH1,CBL,JAK3,True,False,True,False,True,,True,False
AACR-H0000920-M01,AACR-H0000158-M01,AACR-H0000178-M01,63,KIT,NOTCH1,NOTCH1,False,True,False,False,True,True,,False
AACR-H0000251-M01,AACR-H0000573-M01,AACR-H0000137-M01,63,CUX1,KRAS,SRSF2,True,False,True,False,True,,True,False
AACR-H0000142-M01,AACR-H0000325-M01,AACR-H0000359-M01,63,CUX1,CBL,IDH2,False,False,True,False,,,True,False
AACR-H0000354-M01,AACR-H0000180-M01,AACR-H0000273-M01,63,RAD21,NOTCH1,JAK3,True,False,False,False,True,,,False
AACR-H0000142-M01,AACR-H0000359-M01,AACR-H0000336-M01,63,CUX1,IDH2,JAK3,False,True,True,False,,True,True,False
AACR-H0000185-M01,AACR-H0000325-M01,AACR-H0000336-M01,63,CSF3R,CBL,JAK3,True,False,True,False,True,,True,False
AACR-H0000258-M01,AACR-H0000537-M01,AACR-H0000132-M01,63,CUX1,SETBP1,RUNX1,True,False,False,False,True,,,False
AACR-H0000940-M01,AACR-H0000137-M01,AACR-H0000132-M01,63,KRAS,SRSF2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000600-M01,AACR-H0000226-M01,63,NRAS,NPM1,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000122-M01,AACR-H0000251-M01,AACR-H0000640-M01,63,PDGFRA,CUX1,WT1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000940-M01,AACR-H0000137-M01,63,NRAS,KRAS,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000178-M01,AACR-H0000226-M01,63,GATA2,NOTCH1,ZRSR2,True,False,False,False,True,,True,False
AACR-H0000920-M01,AACR-H0000158-M01,AACR-H0000136-M01,63,KIT,NOTCH1,FLT3,False,True,True,False,True,True,True,True
AACR-H0000133-M01,AACR-H0001109-M01,AACR-H0001104-M01,63,CUX1,TP53,TP53,True,True,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000354-M01,AACR-H0000339-M01,63,CBLB,RAD21,JAK3,True,True,True,True,True,True,True,True
AACR-H0000959-M01,AACR-H0000933-M01,AACR-H0000722-M01,63,CDH23,CDH23,CDH23,True,True,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000238-M01,AACR-H0000273-M01,63,KIT,NPM1,JAK3,True,False,False,False,True,,,False
AACR-H0000251-M01,AACR-H0000643-M01,AACR-H0000118-M01,63,CUX1,WT1,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000354-M01,AACR-H0000273-M01,63,CSF3R,RAD21,JAK3,True,True,False,False,True,True,,False
AACR-H0000251-M01,AACR-H0000133-M01,AACR-H0000640-M01,63,CUX1,CUX1,WT1,True,True,False,False,True,True,,False
AACR-H0000238-M01,AACR-H0000573-M01,AACR-H0000118-M01,63,NPM1,KRAS,SRSF2,False,False,True,False,,,True,False
AACR-H0000238-M01,AACR-H0000573-M01,AACR-H0000137-M01,63,NPM1,KRAS,SRSF2,False,False,True,False,,,True,False
AACR-H0000238-M01,AACR-H0000640-M01,AACR-H0000132-M01,63,NPM1,WT1,RUNX1,False,False,False,False,,,,False
AACR-H0000133-M01,AACR-H0001104-M01,AACR-H0000118-M01,63,CUX1,TP53,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000142-M01,AACR-H0000940-M01,AACR-H0000137-M01,63,CUX1,KRAS,SRSF2,False,True,True,False,,True,True,False
AACR-H0000250-M01,AACR-H0000643-M01,AACR-H0000132-M01,63,PTEN,WT1,RUNX1,False,True,False,False,,True,,False
AACR-H0000251-M01,AACR-H0000537-M01,AACR-H0000132-M01,63,CUX1,SETBP1,RUNX1,True,False,False,False,True,,,False
AACR-H0000172-M01,AACR-H0000142-M01,AACR-H0000940-M01,63,CBLB,CUX1,KRAS,True,False,True,False,True,,True,False
AACR-H0000185-M01,AACR-H0000600-M01,AACR-H0000203-M01,63,CSF3R,NPM1,SETBP1,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000325-M01,AACR-H0000359-M01,63,CBLB,CBL,IDH2,False,False,True,False,,,True,False
AACR-H0000142-M01,AACR-H0000354-M01,AACR-H0000336-M01,63,CUX1,RAD21,JAK3,False,True,True,False,,True,True,False
AACR-H0000142-M01,AACR-H0000354-M01,AACR-H0000339-M01,63,CUX1,RAD21,JAK3,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000940-M01,AACR-H0000137-M01,63,GATA2,KRAS,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0001109-M01,63,CBLB,CUX1,TP53,False,True,True,False,,True,True,False
AACR-H0000579-M01,AACR-H0000251-M01,AACR-H0000166-M01,63,PDGFRA,CUX1,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000579-M01,AACR-H0000251-M01,AACR-H0000168-M01,63,PDGFRA,CUX1,NOTCH1,False,True,True,False,,True,True,False
AACR-H0000124-M01,AACR-H0000238-M01,AACR-H0000573-M01,63,CBLB,NPM1,KRAS,False,False,False,False,,,,False
AACR-H0000147-M01,AACR-H0000251-M01,AACR-H0000640-M01,63,NRAS,CUX1,WT1,True,True,False,False,True,True,,False
AACR-H0000238-M01,AACR-H0000123-M01,AACR-H0000573-M01,63,NPM1,SMC3,KRAS,False,True,False,False,,True,,False
AACR-H0001102-M01,AACR-H0000133-M01,AACR-H0000123-M01,63,CSF3R,CUX1,SMC3,False,True,True,False,,True,True,False
AACR-H0001102-M01,AACR-H0000133-M01,AACR-H0000118-M01,63,CSF3R,CUX1,SRSF2,False,True,True,False,,True,True,False
AACR-H0000251-M01,AACR-H0000573-M01,AACR-H0000118-M01,63,CUX1,KRAS,SRSF2,True,False,True,False,True,,True,False
AACR-H0000614-M01,AACR-H0000123-M01,AACR-H0000226-M01,63,GATA2,SMC3,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000258-M01,AACR-H0000359-M01,AACR-H0000198-M01,63,CUX1,IDH2,RUNX1,True,True,False,False,True,True,,False
AACR-H0000251-M01,AACR-H0000133-M01,AACR-H0000573-M01,63,CUX1,CUX1,KRAS,True,True,False,False,True,True,,False
AACR-H0000128-M01,AACR-H0000238-M01,AACR-H0000573-M01,63,CBLB,NPM1,KRAS,False,False,False,False,,,,False
AACR-H0000251-M01,AACR-H0000339-M01,AACR-H0000198-M01,63,CUX1,JAK3,RUNX1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000579-M01,AACR-H0000238-M01,63,GATA2,PDGFRA,NPM1,True,False,False,False,True,,,False
AACR-H0000342-M01,AACR-H0000251-M01,AACR-H0000226-M01,63,CSF3R,CUX1,ZRSR2,False,True,False,False,,True,True,False
AACR-H0000614-M01,AACR-H0000122-M01,AACR-H0000226-M01,63,GATA2,PDGFRA,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000172-M01,AACR-H0000354-M01,AACR-H0000336-M01,63,CBLB,RAD21,JAK3,True,True,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000940-M01,AACR-H0000132-M01,63,GATA2,KRAS,RUNX1,True,True,False,False,True,True,,False
AACR-H0000168-M01,AACR-H0000325-M01,AACR-H0000336-M01,63,NOTCH1,CBL,JAK3,True,False,True,False,True,,True,False
AACR-H0000122-M01,AACR-H0000251-M01,AACR-H0000573-M01,63,PDGFRA,CUX1,KRAS,True,True,False,False,True,True,,False
AACR-H0000920-M01,AACR-H0000168-M01,AACR-H0000178-M01,63,KIT,NOTCH1,NOTCH1,False,True,False,False,True,True,,False
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0001104-M01,63,PDGFRA,CUX1,TP53,True,True,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0001109-M01,AACR-H0000118-M01,63,CUX1,TP53,SRSF2,True,True,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000133-M01,AACR-H0001109-M01,63,PDGFRA,CUX1,TP53,True,True,True,True,True,True,True,True
AACR-H0000614-M01,AACR-H0000118-M01,AACR-H0000226-M01,63,GATA2,SRSF2,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000172-M01,AACR-H0000345-M01,AACR-H0000325-M01,63,CBLB,PDGFRA,CBL,True,False,False,False,True,,,False
AACR-H0000345-M01,AACR-H0000238-M01,AACR-H0000258-M01,63,PDGFRA,NPM1,CUX1,False,False,True,False,,,True,False
AACR-H0000251-M01,AACR-H0000336-M01,AACR-H0000198-M01,63,CUX1,JAK3,RUNX1,True,True,False,False,True,True,,False
AACR-H0001102-M01,AACR-H0000122-M01,AACR-H0000133-M01,63,CSF3R,PDGFRA,CUX1,False,True,True,False,,True,True,False
AACR-H0000145-M01,AACR-H0000920-M01,AACR-H0000132-M01,63,GATA2,KIT,RUNX1,True,False,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000614-M01,AACR-H0000226-M01,63,CBLB,GATA2,ZRSR2,False,True,False,False,,True,True,False
AACR-H0000258-M01,AACR-H0000137-M01,AACR-H0000537-M01,63,CUX1,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000614-M01,AACR-H0000132-M01,AACR-H0000226-M01,63,GATA2,RUNX1,ZRSR2,True,False,False,False,True,,True,False
AACR-H0000128-M01,AACR-H0000251-M01,AACR-H0000573-M01,63,CBLB,CUX1,KRAS,False,True,False,False,,True,,False
AACR-H0000251-M01,AACR-H0000137-M01,AACR-H0000537-M01,63,CUX1,SRSF2,SETBP1,True,True,False,False,True,True,,False
AACR-H0000124-M01,AACR-H0000133-M01,AACR-H0001104-M01,63,CBLB,CUX1,TP53,False,True,True,False,,True,True,False
AACR-H0000215-M01,AACR-H0000325-M01,AACR-H0000273-M01,63,NOTCH1,CBL,JAK3,False,False,False,False,True,,,False
AACR-H0000600-M01,AACR-H0000180-M01,AACR-H0000226-M01,63,NPM1,NOTCH1,ZRSR2,True,False,False,False,True,,True,False
AACR-H0000128-M01,AACR-H0000251-M01,AACR-H0000640-M01,63,CBLB,CUX1,WT1,False,True,False,False,,True,,False
AACR-H0000368-M01,AACR-H0000258-M01,AACR-H0000215-M01,63,KIT,CUX1,NOTCH1,True,True,False,False,True,True,True,True
AACR-H0000251-M01,AACR-H0000123-M01,AACR-H0000640-M01,63,CUX1,SMC3,WT1,True,True,False,False,True,True,,False
AACR-H0000145-M01,AACR-H0000238-M01,AACR-H0000537-M01,63,GATA2,NPM1,SETBP1,True,False,False,False,True,,,False
AACR-H0000325-M01,AACR-H0000359-M01,AACR-H0000137-M01,63,CBL,IDH2,SRSF2,False,True,True,False,,True,True,False
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0001109-M01,63,CUX1,SMC3,TP53,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0001104-M01,63,CBLB,CUX1,TP53,False,True,True,False,,True,True,False
AACR-H0000122-M01,AACR-H0000238-M01,AACR-H0000573-M01,63,PDGFRA,NPM1,KRAS,True,False,False,False,True,,,False
AACR-H0000342-M01,AACR-H0000258-M01,AACR-H0000178-M01,63,CSF3R,CUX1,NOTCH1,False,True,False,False,,True,,False
AACR-H0000368-M01,AACR-H0000258-M01,AACR-H0000198-M01,63,KIT,CUX1,RUNX1,True,True,False,False,True,True,,False
AACR-H0000147-M01,AACR-H0000393-M01,AACR-H0000273-M01,63,NRAS,JAK2,JAK3,True,False,False,False,True,,,False
AACR-H0000147-M01,AACR-H0000586-M01,AACR-H0000238-M01,63,NRAS,GATA2,NPM1,True,True,False,False,True,True,,False
AACR-H0000251-M01,AACR-H0000123-M01,AACR-H0000573-M01,63,CUX1,SMC3,KRAS,True,True,False,False,True,True,,False
AACR-H0000238-M01,AACR-H0000643-M01,AACR-H0000132-M01,63,NPM1,WT1,RUNX1,False,True,False,False,,True,,False
AACR-H0001102-M01,AACR-H0000124-M01,AACR-H0000133-M01,63,CSF3R,CBLB,CUX1,False,False,True,False,,,True,False
AACR-H0000158-M01,AACR-H0000573-M01,AACR-H0000226-M01,63,NOTCH1,KRAS,ZRSR2,True,False,False,False,True,,True,False
AACR-H0000586-M01,AACR-H0000258-M01,AACR-H0000142-M01,63,GATA2,CUX1,CUX1,True,True,False,False,True,True,,False
AACR-H0000178-M01,AACR-H0000573-M01,AACR-H0000203-M01,63,NOTCH1,KRAS,SETBP1,False,False,False,False,,,,False
AACR-H0000172-M01,AACR-H0000573-M01,AACR-H0000203-M01,63,CBLB,KRAS,SETBP1,True,False,False,False,True,,,False
AACR-H0000393-M01,AACR-H0000250-M01,AACR-H0000226-M01,63,JAK2,PTEN,ZRSR2,False,False,False,False,,,True,False
AACR-H0000124-M01,AACR-H0000251-M01,AACR-H0000640-M01,63,CBLB,CUX1,WT1,False,True,False,False,,True,,False
AACR-H0000250-M01,AACR-H0000137-M01,AACR-H0000537-M01,63,PTEN,SRSF2,SETBP1,False,True,False,False,,True,,False
AACR-H0000133-M01,AACR-H0000158-M01,AACR-H0000940-M01,63,CUX1,NOTCH1,KRAS,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000158-M01,AACR-H0000940-M01,63,NRAS,NOTCH1,KRAS,True,True,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000166-M01,AACR-H0000250-M01,63,GATA2,NOTCH1,PTEN,True,True,False,False,True,True,,False
AACR-H0000342-M01,AACR-H0000273-M01,AACR-H0000226-M01,63,CSF3R,JAK3,ZRSR2,False,False,False,False,,,True,False
AACR-H0000124-M01,AACR-H0000251-M01,AACR-H0000573-M01,63,CBLB,CUX1,KRAS,False,True,False,False,,True,,False
AACR-H0000136-M01,AACR-H0000537-M01,AACR-H0000226-M01,63,FLT3,SETBP1,ZRSR2,True,False,False,False,True,,True,False
AACR-H0000342-M01,AACR-H0000180-M01,AACR-H0000273-M01,63,CSF3R,NOTCH1,JAK3,False,False,False,False,,,,False
AACR-H0000342-M01,AACR-H0000354-M01,AACR-H0000180-M01,63,CSF3R,RAD21,NOTCH1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000586-M01,AACR-H0000238-M01,63,CBLB,GATA2,NPM1,False,True,False,False,,True,,False
AACR-H0000579-M01,AACR-H0000250-M01,AACR-H0000137-M01,63,PDGFRA,PTEN,SRSF2,False,False,True,False,,,True,False
AACR-H0000145-M01,AACR-H0000600-M01,AACR-H0000226-M01,63,GATA2,NPM1,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000614-M01,AACR-H0000133-M01,AACR-H0000226-M01,63,GATA2,CUX1,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000133-M01,AACR-H0000123-M01,AACR-H0001104-M01,63,CUX1,SMC3,TP53,True,True,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000258-M01,AACR-H0000198-M01,63,PDGFRA,CUX1,RUNX1,False,True,False,False,,True,,False
AACR-H0000185-M01,AACR-H0000325-M01,AACR-H0000339-M01,63,CSF3R,CBL,JAK3,True,False,True,False,True,,True,False
AACR-H0000342-M01,AACR-H0000145-M01,AACR-H0000368-M01,63,CSF3R,GATA2,KIT,False,True,True,False,,True,True,False
AACR-H0000147-M01,AACR-H0000354-M01,AACR-H0000336-M01,63,NRAS,RAD21,JAK3,True,True,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000920-M01,AACR-H0000168-M01,63,NRAS,KIT,NOTCH1,True,False,True,False,True,True,True,True
AACR-H0000166-M01,AACR-H0000325-M01,AACR-H0000339-M01,63,NOTCH1,CBL,JAK3,True,False,True,False,True,,True,False
AACR-H0000147-M01,AACR-H0000920-M01,AACR-H0000166-M01,63,NRAS,KIT,NOTCH1,True,False,True,False,True,True,True,True
AACR-H0000147-M01,AACR-H0000354-M01,AACR-H0000339-M01,63,NRAS,RAD21,JAK3,True,True,True,True,True,True,True,True
AACR-H0000586-M01,AACR-H0000168-M01,AACR-H0000250-M01,63,GATA2,NOTCH1,PTEN,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000147-M01,AACR-H0000940-M01,63,CSF3R,NRAS,KRAS,True,True,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000133-M01,AACR-H0001109-M01,63,CBLB,CUX1,TP53,False,True,True,False,,True,True,False
AACR-H0000238-M01,AACR-H0000133-M01,AACR-H0000573-M01,63,NPM1,CUX1,KRAS,False,True,False,False,,True,,False
AACR-H0000600-M01,AACR-H0000215-M01,AACR-H0000198-M01,63,NPM1,NOTCH1,RUNX1,True,False,False,False,True,True,,False
AACR-H0000251-M01,AACR-H0000354-M01,AACR-H0000203-M01,63,CUX1,RAD21,SETBP1,True,True,False,False,True,True,,False
AACR-H0000185-M01,AACR-H0000238-M01,AACR-H0000393-M01,63,CSF3R,NPM1,JAK2,True,False,False,False,True,,,False
AACR-H0000168-M01,AACR-H0000640-M01,AACR-H0000198-M01,62,NOTCH1,WT1,RUNX1,True,False,False,False,True,,,False
AACR-H0000345-M01,AACR-H0000168-M01,AACR-H0000325-M01,62,PDGFRA,NOTCH1,CBL,False,True,False,False,,True,,False
AACR-H0000316-M01,AACR-H0000215-M01,AACR-H0000273-M01,62,SF3B1,NOTCH1,JAK3,True,False,False,False,True,True,,False
AACR-H0000579-M01,AACR-H0000238-M01,AACR-H0000180-M01,62,PDGFRA,NPM1,NOTCH1,False,False,False,False,,,,False
AACR-H0000147-M01,AACR-H0000586-M01,AACR-H0000250-M01,62,NRAS,GATA2,PTEN,True,True,False,False,True,True,,False
AACR-H0000258-M01,AACR-H0000354-M01,AACR-H0000226-M01,62,CUX1,RAD21,ZRSR2,True,True,False,False,True,True,True,True
AACR-H0000147-M01,AACR-H0000920-M01,AACR-H0000137-M01,62,NRAS,KIT,SRSF2,True,False,True,False,True,True,True,True
AACR-H0000128-M01,AACR-H0000537-M01,AACR-H0000273-M01,62,CBLB,SETBP1,JAK3,False,False,False,False,,,,False
AACR-H0000238-M01,AACR-H0000354-M01,AACR-H0000198-M01,62,NPM1,RAD21,RUNX1,False,True,False,False,,True,,False
AACR-H0000158-M01,AACR-H0000537-M01,AACR-H0000226-M01,62,NOTCH1,SETBP1,ZRSR2,True,False,False,False,True,,True,False
AACR-H0000145-M01,AACR-H0000345-M01,AACR-H0000393-M01,62,GATA2,PDGFRA,JAK2,True,False,False,False,True,,,False
AACR-H0000122-M01,AACR-H0000600-M01,AACR-H0000251-M01,62,PDGFRA,NPM1,CUX1,True,True,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000251-M01,AACR-H0000203-M01,62,CSF3R,CUX1,SETBP1,False,True,False,False,,True,,False
AACR-H0000128-M01,AACR-H0000250-M01,AACR-H0000537-M01,62,CBLB,PTEN,SETBP1,False,False,False,False,,,,False
AACR-H0000122-M01,AACR-H0000142-M01,AACR-H0001104-M01,62,PDGFRA,CUX1,TP53,True,False,True,False,True,,True,False
AACR-H0000133-M01,AACR-H0001104-M01,AACR-H0000132-M01,62,CUX1,TP53,RUNX1,True,True,False,False,True,True,,False
